/* DATA DESCRIPTION:
Citation:	Petit, Jean Robert; Jouzel, Jean (1999): Vostok ice core deuterium data for 420,000 years [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.55505
Related to:	Petit, Jean Robert; Jouzel, Jean; Raynaud, Dominique; Barkov, Nartsiss I; Barnola, Jean-Marc; Basile, Isabelle; Bender, Michael L; Chappellaz, Jérôme A; Davis, John C; Delaygue, Gilles; Delmotte, M; Kotlyakov, Vladimir; Legrand, Michel R; Lipenkov, Vladimir Ya; Lorius, C; Pepin, L; Ritz, Catherine; Saltzman, Eric S; Stiévenard, Michel (1999): Climate and atmospheric history of the past 420,000 years from the Vostok ice core, Antarctica. Nature, 399(6735), 429-436, https://doi.org/10.1038/20859
Coverage:	LATITUDE: -78.464420 * LONGITUDE: 106.837320
	DATE/TIME START: 1980-01-01T00:00:00 * DATE/TIME END: 1980-01-01T00:00:00
	MINIMUM DEPTH, ice/snow: 0 m * MAXIMUM DEPTH, ice/snow: 3310 m
Event(s):	Vostok * LATITUDE: -78.464420 * LONGITUDE: 106.837320 * DATE/TIME: 1980-01-01T00:00:00 * ELEVATION: 3488.0 m * Recovery: 2755 m * LOCATION: Antarctica * CAMPAIGN: Ice_core_diverse * BASIS: Sampling/drilling ice * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: annual pressure 624 mbar; mean annual temperature -55.5°C; snow accumulation between 2.2 and
	22.5 g/cm**2/yr, about 250 ka
Comment:	Deuterium data is from core 3G between 138 and 2083 meters below surface (mbs) (with one long missing section between 312 and 320 mbs), from core 4G between 8 and 138 mbs and between 1920 and 2546 mbs and from core 5G between 2504 and 2757 mbs. Ash layers help to make link between cores. No correction was applied for 3G and 4G core taken as reference depth. For 5G samples, a value of 3.41 m have been added to the depth measured in the field below depth of 2500 m. The temperature change is calculated using a deuterium/temperature gradient of 9‰/°C after accounting for the isotopic change of sea-water. No correction for the influence of the geographical position of the ice was applied.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	δ Deuterium [‰ SMOW] (δD) * PI: Jouzel, Jean (jean.jouzel@lsce.ipsl.fr) * COMMENT: Deuterium measurements have been performed on three adjacent cores 3G, 4G and 5G (see Figure 1 of Jouzel et al., 1996). It combines results successively published in Jouzel et al. (1987, 1993 and 1996). Deuterium values have been measured on ice samples of length comprised between 0.5 and 2 m (down to 2080 m) then every 1 m. Data was re-interpolated on 1m intervals afterwards. The ice recovery is 85% or higher. Measurement accuracy is of ± 0.5 per mil SMOW
	Temperature, difference [°C] (delta T) * PI: Petit, Jean Robert (jean-robert.petit@univ-grenoble-alpes.fr) * METHOD/DEVICE: Calculated
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	6622 data points
*/
Depth ice/snow [m]	Age [ka BP]	δD [‰ SMOW]	delta T [°C]
2930	275.559	-457.4	-3.71
2931	275.772	-456.4	-3.53
2932	275.983	-455.5	-3.38
2933	276.195	-456.2	-3.48
2934	276.409	-457.1	-3.62
2935	276.622	-455.5	-3.35
2936	276.830	-452.7	-2.88
2937	277.036	-453.5	-3.01
2938	277.246	-455.5	-3.33
2939	277.460	-457.2	-3.61
2940	277.680	-459.3	-3.95
2941	277.903	-459.6	-4.00
2942	278.130	-462.3	-4.44
2943	278.361	-462.4	-4.46
2944	278.593	-462.2	-4.44
2945	278.825	-462.1	-4.43
2946	279.057	-462.1	-4.44
2947	279.292	-463.4	-4.67
2948	279.533	-465.9	-5.10
2949	279.781	-468.2	-5.49
2950	280.038	-472.2	-6.17
2951	280.303	-472.2	-6.18
2952	280.564	-469.1	-5.69
2953	280.817	-466.6	-5.30
2954	281.071	-468.6	-5.66
2955	281.332	-471.2	-6.11
2956	281.602	-473.4	-6.50
2957	281.875	-472.6	-6.39
2958	282.143	-469.9	-5.96
2959	282.405	-468.1	-5.67
2960	282.661	-464.9	-5.15
2961	282.910	-463.0	-4.85
2962	283.160	-465.2	-5.22
2963	283.417	-467.1	-5.55
2964	283.677	-467.0	-5.54
2965	283.941	-469.4	-5.95
2966	284.218	-474.7	-6.83
2967	284.508	-477.3	-7.27
2968	284.804	-477.5	-7.30
2969	285.102	-478.4	-7.45
2970	285.398	-475.6	-6.99
2971	285.686	-473.0	-6.57
2972	285.968	-472.0	-6.40
2973	286.248	-471.2	-6.27
2974	286.525	-470.2	-6.10
2975	286.802	-470.6	-6.15
2976	287.079	-469.5	-5.96
2977	287.351	-467.5	-5.62
2978	287.617	-465.5	-5.28
2979	287.879	-464.4	-5.09
2980	288.145	-468.0	-5.68
2981	288.418	-468.8	-5.80
2982	288.698	-472.1	-6.34
2983	288.986	-473.1	-6.50
2984	289.271	-470.5	-6.06
2985	289.549	-468.2	-5.67
2986	289.823	-467.6	-5.56
2987	290.100	-470.3	-6.00
2988	290.382	-470.4	-6.00
2989	290.660	-466.8	-5.39
2990	290.929	-465.4	-5.15
2991	291.193	-462.5	-4.65
2992	291.455	-464.3	-4.93
2993	291.721	-465.2	-5.07
2994	291.986	-462.6	-4.62
2995	292.242	-459.7	-4.13
2996	292.490	-456.1	-3.52
2997	292.732	-455.8	-3.46
2998	292.976	-457.1	-3.67
2999	293.232	-463.7	-4.76
3000	293.502	-466.5	-5.22
3001	293.779	-467.3	-5.34
3002	294.060	-468.9	-5.60
3003	294.348	-471.7	-6.06
3004	294.637	-468.7	-5.56
3005	294.919	-467.4	-5.34
3006	295.198	-466.2	-5.13
3007	295.474	-465.2	-4.96
3008	295.749	-465.1	-4.94
3009	296.020	-462.9	-4.57
3010	296.289	-462.7	-4.53
3011	296.562	-465.8	-5.04
3012	296.840	-465.1	-4.92
3013	297.116	-464.5	-4.81
3014	297.393	-465.1	-4.90
3015	297.669	-463.9	-4.70
3016	297.943	-463.2	-4.57
3017	298.215	-462.7	-4.48
3018	298.485	-461.0	-4.20
3019	298.749	-458.7	-3.81
3020	299.012	-460.1	-4.04
3021	299.275	-458.0	-3.69
3022	299.533	-456.6	-3.45
3023	299.788	-455.0	-3.19
3024	300.039	-454.4	-3.08
3025	300.293	-455.5	-3.26
3026	300.547	-454.7	-3.13
3027	300.799	-453.7	-2.97
3028	301.052	-454.9	-3.17
3029	301.305	-453.4	-2.92
3030	301.560	-455.8	-3.32
3031	301.813	-451.0	-2.52
3032	302.061	-452.4	-2.76
3033	302.320	-457.7	-3.64
3034	302.583	-455.0	-3.19
3035	302.834	-449.5	-2.28
3036	303.077	-448.0	-2.04
3037	303.316	-446.2	-1.74
3038	303.558	-449.8	-2.34
3039	303.810	-453.0	-2.88
3040	304.068	-453.9	-3.03
3041	304.333	-456.5	-3.46
3042	304.606	-459.0	-3.88
3043	304.886	-460.5	-4.13
3044	305.171	-461.6	-4.32
3045	305.463	-464.6	-4.82
3046	305.764	-466.5	-5.14
3047	306.073	-468.2	-5.42
3048	306.386	-468.9	-5.54
3049	306.698	-466.5	-5.14
3050	307.005	-466.2	-5.09
3051	307.309	-464.0	-4.72
3052	307.608	-463.2	-4.58
3053	307.908	-463.9	-4.69
3054	308.206	-462.2	-4.41
3055	308.500	-460.3	-4.09
3056	308.789	-459.5	-3.95
3057	309.077	-459.0	-3.86
3058	309.365	-458.8	-3.83
3059	309.651	-458.0	-3.69
3060	309.934	-456.2	-3.39
3061	310.215	-455.8	-3.32
3062	310.493	-454.3	-3.06
3063	310.766	-452.6	-2.78
3064	311.035	-451.2	-2.54
3065	311.302	-450.4	-2.39
3066	311.568	-450.1	-2.33
3067	311.832	-449.5	-2.22
3068	312.099	-450.9	-2.45
3069	312.367	-450.4	-2.35
3070	312.634	-450.1	-2.29
3071	312.899	-447.9	-1.92
3072	313.159	-447.2	-1.79
3073	313.418	-446.2	-1.61
3074	313.674	-444.7	-1.34
3075	313.928	-445.0	-1.38
3076	314.183	-445.0	-1.36
3077	314.438	-444.8	-1.32
3078	314.692	-443.6	-1.10
3079	314.943	-443.0	-0.99
3080	315.194	-443.0	-0.97
3081	315.443	-441.1	-0.64
3082	315.689	-440.3	-0.48
3083	315.934	-440.3	-0.46
3084	316.179	-440.7	-0.51
3085	316.424	-438.8	-0.18
3086	316.666	-438.9	-0.18
3087	316.910	-439.9	-0.33
3088	317.155	-439.2	-0.20
3089	317.401	-440.4	-0.39
3090	317.649	-440.6	-0.42
3091	317.897	-439.0	-0.14
3092	318.141	-438.4	-0.03
3093	318.385	-438.1	0.02
3094	318.628	-437.0	0.20
3095	318.872	-438.1	0.01
3096	319.118	-437.9	0.02
3097	319.364	-436.9	0.16
3098	319.608	-436.3	0.24
3099	319.853	-436.7	0.15
3100	320.102	-438.2	-0.12
3101	320.354	-438.4	-0.18
3102	320.607	-437.7	-0.09
3103	320.856	-434.7	0.38
3104	321.095	-430.0	1.14
3105	321.329	-429.1	1.26
3106	321.559	-426.5	1.66
3107	321.783	-423.2	2.18
3108	322.000	-420.2	2.65
3109	322.214	-418.8	2.85
3110	322.426	-418.7	2.82
3111	322.638	-416.2	3.19
3112	322.847	-415.9	3.18
3113	323.057	-416.2	3.08
3114	323.269	-415.8	3.08
3115	323.482	-414.9	3.14
3116	323.695	-415.2	2.99
3117	323.911	-415.5	2.84
3118	324.129	-414.8	2.86
3119	324.349	-415.6	2.65
3120	324.574	-417.2	2.34
3121	324.804	-419.0	2.00
3122	325.039	-420.3	1.74
3123	325.278	-421.0	1.59
3124	325.527	-426.3	0.68
3125	325.789	-430.0	0.05
3126	326.061	-431.7	-0.25
3127	326.342	-435.9	-0.96
3128	326.639	-440.5	-1.73
3129	326.952	-444.4	-2.39
3130	327.273	-444.5	-2.41
3131	327.597	-445.4	-2.55
3132	327.924	-445.9	-2.64
3133	328.258	-448.3	-3.03
3134	328.602	-450.6	-3.41
3135	328.955	-452.3	-3.68
3136	329.318	-455.6	-4.21
3137	329.694	-457.8	-4.56
3138	330.081	-459.9	-4.90
3139	330.476	-461.4	-5.11
3140	330.883	-465.0	-5.67
3141	331.300	-465.8	-5.76
3142	331.725	-467.8	-6.06
3143	332.164	-471.5	-6.63
3144	332.624	-475.8	-7.30
3145	333.106	-479.4	-7.86
3146	333.602	-480.7	-8.04
3147	334.101	-480.3	-7.94
3148	334.600	-480.4	-7.93
3149	335.100	-480.1	-7.87
3150	335.595	-478.4	-7.58
3151	336.081	-476.6	-7.28
3152	336.567	-477.5	-7.43
3153	337.055	-476.7	-7.30
3154	337.544	-477.4	-7.42
3155	338.033	-475.8	-7.16
3156	338.521	-476.6	-7.30
3157	339.015	-477.2	-7.40
3158	339.505	-474.6	-6.98
3159	339.993	-475.5	-7.13
3160	340.490	-477.3	-7.44
3161	340.984	-473.9	-6.88
3162	341.462	-470.4	-6.31
3163	341.930	-470.0	-6.26
3164	342.401	-470.3	-6.32
3165	342.879	-471.8	-6.59
3166	343.364	-472.0	-6.64
3167	343.853	-472.6	-6.76
3168	344.348	-473.0	-6.84
3169	344.839	-470.5	-6.43
3170	345.327	-471.3	-6.58
3171	345.821	-471.7	-6.65
3172	346.319	-472.3	-6.76
3173	346.823	-472.8	-6.84
3174	347.330	-472.7	-6.83
3175	347.841	-473.3	-6.92
3176	348.357	-474.1	-7.05
3177	348.877	-473.9	-7.02
3178	349.404	-475.8	-7.32
3179	349.945	-477.6	-7.61
3180	350.493	-477.8	-7.64
3181	351.044	-477.9	-7.64
3182	351.596	-477.5	-7.57
3183	352.150	-478.0	-7.64
3184	352.710	-478.9	-7.77
3185	353.273	-478.6	-7.71
3186	353.838	-478.7	-7.71
3187	354.400	-477.3	-7.46
3188	354.958	-477.1	-7.41
3189	355.512	-475.5	-7.13
3190	356.060	-474.5	-6.94
3191	356.612	-476.4	-7.24
3192	357.167	-475.1	-7.01
3193	357.712	-472.6	-6.58
3194	358.247	-471.6	-6.39
3195	358.786	-473.2	-6.64
3196	359.327	-471.9	-6.41
3197	359.855	-468.3	-5.80
3198	360.376	-468.9	-5.89
3199	360.904	-469.9	-6.05
3200	361.440	-471.1	-6.24
3201	361.973	-468.4	-5.79
3202	362.503	-469.1	-5.90
3203	363.042	-470.9	-6.20
3204	363.580	-468.0	-5.72
3205	364.114	-468.7	-5.84
3206	364.659	-470.9	-6.21
3207	365.208	-468.9	-5.88
3208	365.743	-466.0	-5.40
3209	366.267	-464.3	-5.13
3210	366.784	-462.5	-4.84
3211	367.297	-462.6	-4.86
3212	367.816	-463.3	-4.97
3213	368.329	-460.2	-4.46
3214	368.829	-457.6	-4.03
3215	369.331	-460.7	-4.54
3216	369.858	-464.9	-5.23
3217	370.403	-466.1	-5.42
3218	370.960	-468.1	-5.74
3219	371.545	-473.8	-6.67
3220	372.149	-473.3	-6.58
3221	372.746	-470.8	-6.15
3222	373.331	-469.4	-5.90
3223	373.909	-468.0	-5.66
3224	374.478	-466.1	-5.33
3225	375.042	-465.8	-5.26
3226	375.604	-464.8	-5.08
3227	376.155	-461.7	-4.55
3228	376.690	-458.9	-4.07
3229	377.204	-454.2	-3.27
3230	377.702	-452.6	-2.99
3231	378.210	-457.1	-3.72
3232	378.743	-460.6	-4.29
3233	379.297	-462.7	-4.63
3234	379.864	-464.3	-4.88
3235	380.435	-463.1	-4.68
3236	380.997	-461.0	-4.32
3237	381.551	-459.4	-4.05
3238	382.095	-457.4	-3.72
3239	382.622	-452.6	-2.92
3240	383.134	-451.4	-2.72
3241	383.641	-450.1	-2.50
3242	384.159	-454.5	-3.24
3243	384.710	-459.6	-4.10
3244	385.288	-462.2	-4.54
3245	385.894	-467.1	-5.36
3246	386.528	-468.8	-5.65
3247	387.167	-467.6	-5.46
3248	387.804	-467.2	-5.40
3249	388.435	-464.8	-5.02
3250	389.061	-465.1	-5.07
3251	389.700	-467.3	-5.44
3252	390.349	-466.7	-5.34
3253	390.999	-466.8	-5.36
3254	391.658	-468.3	-5.60
3255	392.317	-465.7	-5.17
3256	392.972	-466.6	-5.31
3257	393.636	-467.2	-5.40
3258	394.297	-465.0	-5.02
3259	394.935	-460.3	-4.23
3260	395.543	-455.6	-3.43
3261	396.126	-451.9	-2.80
3262	396.694	-450.5	-2.54
3263	397.253	-448.6	-2.20
3264	397.808	-448.3	-2.13
3265	398.361	-447.2	-1.92
3266	398.909	-445.9	-1.68
3267	399.455	-445.9	-1.65
3268	400.003	-446.0	-1.64
3269	400.553	-445.8	-1.58
3270	401.097	-443.5	-1.17
3271	401.636	-443.2	-1.09
3272	402.179	-444.4	-1.26
3273	402.728	-444.4	-1.23
3274	403.276	-443.3	-1.01
3275	403.815	-440.9	-0.58
3276	404.346	-439.8	-0.37
3277	404.874	-439.5	-0.28
3278	405.401	-438.6	-0.10
3279	405.923	-437.1	0.18
3280	406.441	-436.5	0.31
3281	406.957	-435.6	0.49
3282	407.469	-434.4	0.71
3283	407.977	-433.7	0.85
3284	408.485	-433.3	0.94
3285	408.992	-432.3	1.12
3286	409.496	-431.4	1.28
3287	409.995	-429.3	1.64
3288	410.483	-426.4	2.13
3289	410.979	-431.6	1.27
3290	411.492	-431.2	1.34
3291	412.009	-431.9	1.23
3292	412.533	-432.4	1.15
3293	413.062	-432.8	1.08
3294	413.601	-434.5	0.80
3295	414.147	-434.2	0.85
3296	414.692	-432.8	1.07
3297	415.235	-432.2	1.16
3298	415.781	-432.3	1.13
3299	416.327	-431.1	1.32
3300	416.872	-430.8	1.36
3301	417.419	-430.3	1.43
3302	417.969	-430.4	1.40
3303	418.526	-431.1	1.27
3304	419.095	-433.0	0.94
3305	419.682	-435.5	0.51
3306	420.281	-435.2	0.54
3307	420.888	-436.4	0.32
3308	421.507	-437.3	0.15
3309	422.135	-437.6	0.08
3310	422.766	-436.6	0.23
